number,category,product,price
1,Restaurant & Food Service,Opening Checklist,5.00
2,Restaurant & Food Service,Closing Planner,5.00
3,Restaurant & Food Service,Inventory Review,5.00
4,Restaurant & Food Service,Prep Template,5.00
5,Restaurant & Food Service,Food Safety Checklist,5.00
6,Restaurant & Food Service,Line Check Planner,5.00
7,Restaurant & Food Service,Shift Review,5.00
8,Restaurant & Food Service,Cash Flow Template,5.00
9,Restaurant & Food Service,Waste Checklist,5.00
10,Restaurant & Food Service,Service Recovery Planner,5.00
11,Restaurant & Food Service,Vendor Review,5.00
12,Restaurant & Food Service,Menu Template,5.00
13,Restaurant & Food Service,Staffing Checklist,5.00
14,Restaurant & Food Service,Kitchen Planner,5.00
15,Restaurant & Food Service,Compliance Review,5.00
16,Restaurant & Food Service,Order Flow Template,5.00
17,Restaurant & Food Service,Drive-Thru Checklist,5.00
18,Restaurant & Food Service,Catering Planner,5.00
19,Restaurant & Food Service,Bar Review,5.00
20,Restaurant & Food Service,Breakfast Template,5.00
21,Restaurant & Food Service,Lunch Checklist,5.00
22,Restaurant & Food Service,Dinner Planner,5.00
23,Restaurant & Food Service,Delivery Review,5.00
24,Restaurant & Food Service,Beverage Template,5.00
25,Restaurant & Food Service,Franchise Checklist,5.00
26,Restaurant & Food Service,Seasonal Planner,5.00
27,Restaurant & Food Service,Holiday Review,5.00
28,Restaurant & Food Service,Opening Template,5.00
29,Restaurant & Food Service,Closing Checklist,5.00
30,Restaurant & Food Service,Inventory Planner,5.00
31,Restaurant & Food Service,Prep Review,5.00
32,Restaurant & Food Service,Food Safety Template,5.00
33,Restaurant & Food Service,Line Check Checklist,5.00
34,Restaurant & Food Service,Shift Planner,5.00
35,Restaurant & Food Service,Cash Flow Review,5.00
36,Restaurant & Food Service,Waste Template,5.00
37,Restaurant & Food Service,Service Recovery Checklist,5.00
38,Restaurant & Food Service,Vendor Planner,5.00
39,Restaurant & Food Service,Menu Review,5.00
40,Restaurant & Food Service,Staffing Template,5.00
41,Restaurant & Food Service,Kitchen Checklist,5.00
42,Restaurant & Food Service,Compliance Planner,5.00
43,Restaurant & Food Service,Order Flow Review,5.00
44,Restaurant & Food Service,Drive-Thru Template,5.00
45,Restaurant & Food Service,Catering Checklist,5.00
46,Restaurant & Food Service,Bar Planner,5.00
47,Restaurant & Food Service,Breakfast Review,5.00
48,Restaurant & Food Service,Lunch Template,5.00
49,Restaurant & Food Service,Dinner Checklist,5.00
50,Restaurant & Food Service,Delivery Planner,5.00
51,Retail & Store Ops,Sales Checklist,6.00
52,Retail & Store Ops,Inventory Planner,6.00
53,Retail & Store Ops,Cash Drawer Review,6.00
54,Retail & Store Ops,Store Opening Dashboard,6.00
55,Retail & Store Ops,Store Closing Checklist,6.00
56,Retail & Store Ops,Daily Planner,6.00
57,Retail & Store Ops,Loss Prevention Review,6.00
58,Retail & Store Ops,Restock Dashboard,6.00
59,Retail & Store Ops,Holiday Checklist,6.00
60,Retail & Store Ops,Return Planner,6.00
61,Retail & Store Ops,Visual Merch Review,6.00
62,Retail & Store Ops,Front End Dashboard,6.00
63,Retail & Store Ops,Stockroom Checklist,6.00
64,Retail & Store Ops,Staffing Planner,6.00
65,Retail & Store Ops,Queue Review,6.00
66,Retail & Store Ops,Retail Dashboard,6.00
67,Retail & Store Ops,Checkout Checklist,6.00
68,Retail & Store Ops,Customer Service Planner,7.00
69,Retail & Store Ops,Recovery Review,6.00
70,Retail & Store Ops,Pricing Dashboard,6.00
71,Retail & Store Ops,Promo Checklist,6.00
72,Retail & Store Ops,Display Planner,6.00
73,Retail & Store Ops,Merch Review,6.00
74,Retail & Store Ops,Upsell Dashboard,6.00
75,Retail & Store Ops,Audit Checklist,6.00
76,Retail & Store Ops,Floor Planner,6.00
77,Retail & Store Ops,Team Review,6.00
78,Retail & Store Ops,Cash Flow Dashboard,6.00
79,Retail & Store Ops,Shopping Checklist,6.00
80,Retail & Store Ops,Planogram Planner,6.00
81,Retail & Store Ops,Sales Review,6.00
82,Retail & Store Ops,Inventory Dashboard,6.00
83,Retail & Store Ops,Cash Drawer Checklist,6.00
84,Retail & Store Ops,Store Opening Planner,6.00
85,Retail & Store Ops,Store Closing Review,6.00
86,Retail & Store Ops,Daily Dashboard,6.00
87,Retail & Store Ops,Loss Prevention Checklist,6.00
88,Retail & Store Ops,Restock Planner,6.00
89,Retail & Store Ops,Holiday Review,6.00
90,Retail & Store Ops,Return Dashboard,6.00
91,Retail & Store Ops,Visual Merch Checklist,6.00
92,Retail & Store Ops,Front End Planner,6.00
93,Retail & Store Ops,Stockroom Review,6.00
94,Retail & Store Ops,Staffing Dashboard,6.00
95,Retail & Store Ops,Queue Checklist,6.00
96,Retail & Store Ops,Retail Planner,6.00
97,Retail & Store Ops,Checkout Review,6.00
98,Retail & Store Ops,Customer Service Dashboard,7.00
99,Retail & Store Ops,Recovery Checklist,6.00
100,Retail & Store Ops,Pricing Planner,6.00
